,Low,High,Open,Close,Volume
2017-10-15 00:00:00+00:00,320.0,340.88,338.37,336.66,33318.06596776956
2017-10-16 00:00:00+00:00,331.21,350.0,336.89,334.02,43023.02680034938
2017-10-17 00:00:00+00:00,310.51,334.65,334.33,316.29,35947.23050147958
2017-10-18 00:00:00+00:00,287.4,316.53,316.32,313.59,51996.85203450049
2017-10-19 00:00:00+00:00,305.34,316.2,313.59,308.02,25553.070723509827
2017-10-20 00:00:00+00:00,302.0,311.52,308.02,303.15,32023.0088523799
2017-10-21 00:00:00+00:00,291.38,303.53,303.16,299.99,23511.84834886996
2017-10-22 00:00:00+00:00,291.81,306.55,300.0,295.14,21160.18190133975
2017-10-23 00:00:00+00:00,275.48,295.14,295.14,285.77,41716.33285763947
2017-10-24 00:00:00+00:00,280.3,311.69,285.84,296.99,44284.93312590956
2017-10-25 00:00:00+00:00,289.44,300.92,297.0,296.76,24196.65638604951
2017-10-26 00:00:00+00:00,293.81,299.95,296.76,295.98,17835.757920030064
2017-10-27 00:00:00+00:00,291.99,298.98,295.98,297.43,14546.815912930615
2017-10-28 00:00:00+00:00,293.51,297.9,297.48,295.12,10072.713718099929
2017-10-29 00:00:00+00:00,294.52,310.0,295.12,303.39,18900.547448439407
2017-10-30 00:00:00+00:00,302.84,309.69,303.39,306.87,12827.510766769687
2017-10-31 00:00:00+00:00,303.49,309.93,306.87,303.51,21939.81516871882
2017-11-01 00:00:00+00:00,289.56,305.0,303.51,290.98,38553.45906655906
2017-11-02 00:00:00+00:00,279.0,295.04,290.84,285.4,52296.29746029921
2017-11-03 00:00:00+00:00,285.4,308.0,285.4,306.0,35147.33941072017
2017-11-04 00:00:00+00:00,295.04,306.0,306.0,301.66,17242.154841850854
2017-11-05 00:00:00+00:00,295.64,301.99,301.74,296.58,17301.272152279696
2017-11-06 00:00:00+00:00,292.01,304.85,296.58,297.32,30802.93050856183
2017-11-07 00:00:00+00:00,287.51,304.0,297.32,292.42,44812.80929397913
2017-11-08 00:00:00+00:00,291.02,319.89,292.42,307.91,59976.74218637084
2017-11-09 00:00:00+00:00,307.01,329.47,307.92,320.72,43673.744381131146
2017-11-10 00:00:00+00:00,291.3,325.12,320.73,298.04,47170.55250978945
2017-11-11 00:00:00+00:00,297.67,319.94,298.04,315.69,31064.21831845862
2017-11-12 00:00:00+00:00,301.07,316.54,315.7,307.11,47103.27272609064
2017-11-13 00:00:00+00:00,306.52,318.99,307.11,315.56,38328.84460591033
2017-11-14 00:00:00+00:00,315.52,336.91,315.56,335.04,56047.86385732046
2017-11-15 00:00:00+00:00,326.21,340.48,335.04,331.81,33880.26874090116
2017-11-16 00:00:00+00:00,321.94,334.8,331.81,330.08,38382.24725202975
2017-11-17 00:00:00+00:00,326.46,334.26,330.19,332.31,31048.964026429036
2017-11-18 00:00:00+00:00,328.23,349.0,332.31,346.6,23160.20641575041
