,Low,High,Open,Close,Volume
2017-08-17 00:00:00+00:00,43.13,44.7,43.8,43.83,45401.12372778943
2017-08-18 00:00:00+00:00,43.29,47.99,43.83,46.69,108402.21039221894
2017-08-19 00:00:00+00:00,43.76,46.99,46.69,45.18,57496.65642568949
2017-08-20 00:00:00+00:00,44.08,47.15,45.17,45.57,49647.19732220901
2017-08-21 00:00:00+00:00,44.98,48.82,45.57,47.99,84860.83708682905
2017-08-22 00:00:00+00:00,44.65,47.99,47.99,46.43,64163.04051865977
2017-08-23 00:00:00+00:00,46.1,55.0,46.44,53.3,151280.26133710897
2017-08-24 00:00:00+00:00,50.24,53.46,53.31,51.1,149380.18283205113
2017-08-25 00:00:00+00:00,50.1,52.2,51.09,51.11,80536.92872398984
2017-08-26 00:00:00+00:00,50.01,52.0,51.12,51.55,59441.232143700625
2017-08-27 00:00:00+00:00,51.36,64.67,51.56,61.56,215766.48819566815
2017-08-28 00:00:00+00:00,58.86,64.73,61.57,62.4,141743.28343247928
2017-08-29 00:00:00+00:00,61.25,64.45,62.39,63.7,111188.96487532904
2017-08-30 00:00:00+00:00,62.09,67.49,63.72,66.03,105027.10704650036
2017-08-31 00:00:00+00:00,65.23,74.75,66.02,73.23,208811.8213466185
2017-09-01 00:00:00+00:00,71.55,98.12,73.23,88.56,271546.786382786
2017-09-02 00:00:00+00:00,73.88,93.84,89.16,79.84,255108.29939731015
2017-09-03 00:00:00+00:00,77.31,84.56,79.84,79.44,135433.68742033918
2017-09-04 00:00:00+00:00,64.1,79.5,79.45,71.26,214668.3629046203
2017-09-05 00:00:00+00:00,66.0,74.94,71.29,74.19,188323.33780159825
2017-09-06 00:00:00+00:00,74.19,82.61,74.19,81.47,244138.7729089215
2017-09-07 00:00:00+00:00,77.49,82.74,81.47,80.23,147532.16620830918
2017-09-08 00:00:00+00:00,68.24,82.11,80.23,73.7,253572.8427388837
2017-09-09 00:00:00+00:00,69.2,74.5,73.71,71.27,127425.84311218116
2017-09-10 00:00:00+00:00,65.02,71.27,71.27,67.44,146187.59025994982
2017-09-11 00:00:00+00:00,65.5,71.49,67.45,68.28,113832.6462951399
2017-09-12 00:00:00+00:00,65.03,71.93,68.29,66.0,159543.7976083206
2017-09-13 00:00:00+00:00,57.74,66.46,66.0,61.8,257769.16331614993
2017-09-14 00:00:00+00:00,45.1,62.6,61.81,45.42,355677.3177056198
2017-09-15 00:00:00+00:00,33.56,61.35,45.42,52.29,502510.0621659316
2017-09-16 00:00:00+00:00,50.64,59.0,52.28,52.47,211186.04914916918
2017-09-17 00:00:00+00:00,47.87,54.04,52.47,51.37,150749.3183607091
2017-09-18 00:00:00+00:00,51.36,57.84,51.37,56.3,234255.46762557386
2017-09-19 00:00:00+00:00,51.38,56.85,56.3,52.96,150758.78680387017
2017-09-20 00:00:00+00:00,51.11,54.6,52.95,51.57,93333.36921861043
2017-09-21 00:00:00+00:00,45.18,52.45,51.58,46.62,182808.4142489321
2017-09-22 00:00:00+00:00,45.0,49.7,46.65,47.82,190655.76847803325
2017-09-23 00:00:00+00:00,46.47,50.1,47.83,49.4,91009.60820583902
2017-09-24 00:00:00+00:00,47.18,49.5,49.4,47.7,57515.28418178025
2017-09-25 00:00:00+00:00,47.54,53.25,47.71,52.22,135193.66739363127
2017-09-26 00:00:00+00:00,51.5,54.29,52.22,52.34,110783.49806959982
2017-09-27 00:00:00+00:00,52.32,57.41,52.34,56.88,185462.13389563077
2017-09-28 00:00:00+00:00,54.07,57.1,56.89,54.87,142677.97744309928
2017-09-29 00:00:00+00:00,50.36,54.87,54.87,52.62,136409.3848716989
2017-09-30 00:00:00+00:00,52.57,55.86,52.62,55.26,77544.90225324944
2017-10-01 00:00:00+00:00,53.5,55.3,55.26,54.69,66026.4159493502
2017-10-02 00:00:00+00:00,52.78,55.04,54.7,53.37,74988.61226731987
2017-10-03 00:00:00+00:00,51.36,53.59,53.37,52.15,75639.02684602067
2017-10-04 00:00:00+00:00,50.54,53.0,52.15,51.16,64358.241401910454
2017-10-05 00:00:00+00:00,50.25,51.94,51.16,51.67,63024.23385141021
2017-10-06 00:00:00+00:00,51.4,52.71,51.67,52.12,68099.90790269017
2017-10-07 00:00:00+00:00,51.64,52.84,52.12,52.57,39662.58580935975
2017-10-08 00:00:00+00:00,52.43,54.78,52.58,53.27,72366.52651088983
2017-10-09 00:00:00+00:00,48.15,53.41,53.27,50.03,135120.88537259042
2017-10-10 00:00:00+00:00,49.67,51.48,50.04,50.4,68986.07390028959
2017-10-11 00:00:00+00:00,50.22,50.97,50.41,50.81,34968.73496802975
2017-10-12 00:00:00+00:00,50.67,59.5,50.81,59.5,238070.02706931028
2017-10-13 00:00:00+00:00,55.26,60.88,59.55,58.9,227331.71630123994
2017-10-14 00:00:00+00:00,58.37,66.74,58.9,63.87,183094.75438913863
2017-10-15 00:00:00+00:00,62.1,69.55,63.89,65.51,199205.24743479025
2017-10-16 00:00:00+00:00,62.34,66.4,65.52,64.72,109751.54751079968
2017-10-17 00:00:00+00:00,58.51,64.93,64.72,59.14,119197.79474366973
2017-10-18 00:00:00+00:00,52.91,61.85,59.2,60.67,196142.39240191077
2017-10-19 00:00:00+00:00,58.34,61.38,60.68,59.85,99574.02544614999
2017-10-20 00:00:00+00:00,58.54,62.1,59.84,60.12,99250.20277433818
2017-10-21 00:00:00+00:00,56.2,60.38,60.13,58.14,71092.30505903946
2017-10-22 00:00:00+00:00,56.12,58.89,58.15,56.75,59650.21101696468
2017-10-23 00:00:00+00:00,52.47,56.75,56.75,54.76,135700.8724800215
2017-10-24 00:00:00+00:00,52.5,59.15,54.75,55.61,126760.1012313983
2017-10-25 00:00:00+00:00,53.65,56.62,55.61,56.36,74252.5073597417
2017-10-26 00:00:00+00:00,54.89,57.12,56.36,55.56,51481.30312425946
2017-10-27 00:00:00+00:00,54.75,56.14,55.56,55.24,44384.071980508044
2017-10-28 00:00:00+00:00,54.1,55.87,55.25,54.53,33167.79873931806
2017-10-29 00:00:00+00:00,54.26,57.94,54.53,56.59,55020.4997360426
2017-10-30 00:00:00+00:00,55.87,58.39,56.59,56.19,62426.5625182949
2017-10-31 00:00:00+00:00,55.4,56.81,56.21,55.41,55990.398588832504
2017-11-01 00:00:00+00:00,52.82,55.57,55.41,52.99,71251.12512470021
2017-11-02 00:00:00+00:00,50.27,54.85,53.0,54.35,139240.82902251589
2017-11-03 00:00:00+00:00,53.96,56.34,54.36,56.19,98038.6533222899
2017-11-04 00:00:00+00:00,54.66,56.29,56.19,55.11,56185.845324179194
2017-11-05 00:00:00+00:00,54.39,55.52,55.12,54.67,46376.21238500033
2017-11-06 00:00:00+00:00,53.39,55.84,54.67,54.61,74158.97335058977
2017-11-07 00:00:00+00:00,54.6,63.7,54.61,60.61,208586.9366295455
2017-11-08 00:00:00+00:00,59.62,64.26,60.61,62.43,181790.3783479824
2017-11-09 00:00:00+00:00,61.9,67.15,62.43,64.4,183802.12787162059
2017-11-10 00:00:00+00:00,56.15,65.92,64.4,59.25,213669.14605735603
2017-11-11 00:00:00+00:00,59.02,63.99,59.31,62.5,124370.77178354023
2017-11-12 00:00:00+00:00,57.11,62.6,62.5,58.82,146481.91057459847
2017-11-13 00:00:00+00:00,58.3,62.37,58.82,61.15,110850.50172362884
2017-11-14 00:00:00+00:00,60.56,63.57,61.24,62.29,121832.5590194747
2017-11-15 00:00:00+00:00,62.23,65.43,62.29,63.3,132049.06751288913
2017-11-16 00:00:00+00:00,62.52,72.41,63.3,70.56,201501.52131664276
2017-11-17 00:00:00+00:00,65.52,71.32,70.56,67.5,203076.90351618125
2017-11-18 00:00:00+00:00,65.62,69.9,67.51,69.35,97724.01075537808
2017-11-19 00:00:00+00:00,68.55,73.37,69.36,71.71,122262.44681058162
2017-11-20 00:00:00+00:00,71.13,73.25,71.7,72.62,141525.14651563016
2017-11-21 00:00:00+00:00,68.0,73.0,72.62,69.99,153165.3068385884
2017-11-22 00:00:00+00:00,70.0,72.31,70.0,72.26,113956.89375490788
2017-11-23 00:00:00+00:00,71.08,77.95,72.26,73.3,191375.3141422479
2017-11-24 00:00:00+00:00,72.63,77.64,73.31,77.54,183015.58090295427
2017-11-25 00:00:00+00:00,77.28,89.88,77.54,89.13,226294.8824418675
2017-11-26 00:00:00+00:00,84.18,89.21,89.14,86.62,133526.02250265537
2017-11-27 00:00:00+00:00,86.4,93.82,86.61,91.34,184999.914689393
2017-11-28 00:00:00+00:00,89.97,94.85,91.36,94.49,173237.78662004974
2017-11-29 00:00:00+00:00,76.1,103.49,94.49,86.7,308739.313533953
2017-11-30 00:00:00+00:00,78.0,93.46,86.7,85.83,215860.82696135202
2017-12-01 00:00:00+00:00,82.03,100.77,85.86,100.16,242383.0820104348
2017-12-02 00:00:00+00:00,98.11,104.71,100.17,99.65,148109.06240961395
2017-12-03 00:00:00+00:00,97.0,107.49,99.65,101.2,154916.0788435117
2017-12-04 00:00:00+00:00,95.51,104.5,101.21,104.29,128210.48605645125
2017-12-05 00:00:00+00:00,101.01,104.28,104.28,101.01,131868.4081278176
